UserID,EventType,TimeElapsed,timestamp,VariableFields
gan49UJ6RY9RJABg1Cx9,QChange,814,2025-03-06T07:28:55.994Z,"{""Qn"":16,""Qnto"":18,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,818,2025-03-06T07:29:00.482Z,"{""Qn"":18,""Qnto"":19,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,819,2025-03-06T07:29:01.546Z,"{""Qn"":19,""Qnto"":18,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,821,2025-03-06T07:29:03.082Z,"{""Qn"":18,""Qnto"":16,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,829,2025-03-06T07:29:11.727Z,"{""Qn"":16,""Qnto"":18,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QSubmit,868,2025-03-06T07:29:50.437Z,"{""Qn"":18,""Soption"":1,""FirsttimeSeen"":776,""ResponseTime"":92}"
gan49UJ6RY9RJABg1Cx9,QChange,868,2025-03-06T07:29:50.438Z,"{""Qn"":18,""Qnto"":19,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,904,2025-03-06T07:30:26.629Z,"{""Qn"":19,""Qnto"":22,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,909,2025-03-06T07:30:31.502Z,"{""Qn"":22,""Qnto"":23,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,Qfirstseen,909,2025-03-06T07:30:31.502Z,"{""Qn"":23,""FirsttimeSeen"":909}"
gan49UJ6RY9RJABg1Cx9,QSubmit,958,2025-03-06T07:31:20.010Z,"{""Qn"":23,""Soption"":3,""FirsttimeSeen"":909,""ResponseTime"":49}"
gan49UJ6RY9RJABg1Cx9,QChange,958,2025-03-06T07:31:20.011Z,"{""Qn"":23,""Qnto"":24,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,Qfirstseen,958,2025-03-06T07:31:20.011Z,"{""Qn"":24,""FirsttimeSeen"":958}"
gan49UJ6RY9RJABg1Cx9,QChange,961,2025-03-06T07:31:23.108Z,"{""Qn"":24,""Qnto"":21,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,964,2025-03-06T07:31:26.618Z,"{""Qn"":21,""Qnto"":20,""submitted"":""Yes""}"
gan49UJ6RY9RJABg1Cx9,QChange,965,2025-03-06T07:31:27.602Z,"{""Qn"":20,""Qnto"":21,""submitted"":""Yes""}"
gan49UJ6RY9RJABg1Cx9,QChange,969,2025-03-06T07:31:31.218Z,"{""Qn"":21,""Qnto"":16,""submitted"":""Yes""}"
gan49UJ6RY9RJABg1Cx9,QChange,970,2025-03-06T07:31:32.162Z,"{""Qn"":16,""Qnto"":19,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QSubmit,999,2025-03-06T07:32:01.094Z,"{""Qn"":19,""Soption"":3,""FirsttimeSeen"":515,""ResponseTime"":484}"
gan49UJ6RY9RJABg1Cx9,QChange,999,2025-03-06T07:32:01.095Z,"{""Qn"":19,""Qnto"":20,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1002,2025-03-06T07:32:04.627Z,"{""Qn"":20,""Qnto"":22,""submitted"":""Yes""}"
gan49UJ6RY9RJABg1Cx9,QChange,1082,2025-03-06T07:33:24.682Z,"{""Qn"":22,""Qnto"":23,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1085,2025-03-06T07:33:27.078Z,"{""Qn"":23,""Qnto"":24,""submitted"":""Yes""}"
gan49UJ6RY9RJABg1Cx9,QChange,1095,2025-03-06T07:33:37.818Z,"{""Qn"":24,""Qnto"":25,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,Qfirstseen,1095,2025-03-06T07:33:37.819Z,"{""Qn"":25,""FirsttimeSeen"":1095}"
gan49UJ6RY9RJABg1Cx9,QChange,1099,2025-03-06T07:33:41.104Z,"{""Qn"":25,""Qnto"":26,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,Qfirstseen,1099,2025-03-06T07:33:41.105Z,"{""Qn"":26,""FirsttimeSeen"":1099}"
gan49UJ6RY9RJABg1Cx9,QChange,1100,2025-03-06T07:33:42.502Z,"{""Qn"":26,""Qnto"":27,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,Qfirstseen,1100,2025-03-06T07:33:42.502Z,"{""Qn"":27,""FirsttimeSeen"":1100}"
gan49UJ6RY9RJABg1Cx9,QChange,1102,2025-03-06T07:33:44.290Z,"{""Qn"":27,""Qnto"":28,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,Qfirstseen,1102,2025-03-06T07:33:44.290Z,"{""Qn"":28,""FirsttimeSeen"":1102}"
gan49UJ6RY9RJABg1Cx9,QChange,1105,2025-03-06T07:33:47.890Z,"{""Qn"":28,""Qnto"":29,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,Qfirstseen,1105,2025-03-06T07:33:47.891Z,"{""Qn"":29,""FirsttimeSeen"":1105}"
gan49UJ6RY9RJABg1Cx9,QChange,1111,2025-03-06T07:33:53.402Z,"{""Qn"":29,""Qnto"":25,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1114,2025-03-06T07:33:56.652Z,"{""Qn"":25,""Qnto"":22,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1116,2025-03-06T07:33:58.562Z,"{""Qn"":22,""Qnto"":24,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1129,2025-03-06T07:34:11.690Z,"{""Qn"":24,""Qnto"":25,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1137,2025-03-06T07:34:18.962Z,"{""Qn"":25,""Qnto"":26,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1139,2025-03-06T07:34:21.586Z,"{""Qn"":26,""Qnto"":25,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1146,2025-03-06T07:34:28.076Z,"{""Qn"":25,""Qnto"":22,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1147,2025-03-06T07:34:29.282Z,"{""Qn"":22,""Qnto"":23,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1148,2025-03-06T07:34:30.788Z,"{""Qn"":23,""Qnto"":24,""submitted"":""Yes""}"
gan49UJ6RY9RJABg1Cx9,QChange,1151,2025-03-06T07:34:33.882Z,"{""Qn"":24,""Qnto"":25,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1213,2025-03-06T07:35:35.901Z,"{""Qn"":25,""Qnto"":26,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1215,2025-03-06T07:35:37.002Z,"{""Qn"":26,""Qnto"":27,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1216,2025-03-06T07:35:38.090Z,"{""Qn"":27,""Qnto"":28,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1217,2025-03-06T07:35:39.187Z,"{""Qn"":28,""Qnto"":29,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1231,2025-03-06T07:35:53.709Z,"{""Qn"":29,""Qnto"":28,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1233,2025-03-06T07:35:55.315Z,"{""Qn"":28,""Qnto"":27,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1240,2025-03-06T07:36:02.162Z,"{""Qn"":27,""Qnto"":26,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1241,2025-03-06T07:36:03.458Z,"{""Qn"":26,""Qnto"":25,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1347,2025-03-06T07:37:49.669Z,"{""Qn"":25,""Qnto"":26,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1349,2025-03-06T07:37:51.502Z,"{""Qn"":26,""Qnto"":27,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1506,2025-03-06T07:40:28.434Z,"{""Qn"":27,""Qnto"":25,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1531,2025-03-06T07:40:53.762Z,"{""Qn"":25,""Qnto"":26,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1533,2025-03-06T07:40:55.370Z,"{""Qn"":26,""Qnto"":27,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1535,2025-03-06T07:40:57.379Z,"{""Qn"":27,""Qnto"":28,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QSubmit,1535,2025-03-06T07:40:57.379Z,"{""Qn"":27,""Soption"":0,""FirsttimeSeen"":1100,""ResponseTime"":435}"
gan49UJ6RY9RJABg1Cx9,QChange,1536,2025-03-06T07:40:58.802Z,"{""Qn"":28,""Qnto"":29,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1537,2025-03-06T07:40:59.851Z,"{""Qn"":29,""Qnto"":25,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1602,2025-03-06T07:42:04.147Z,"{""Qn"":25,""Qnto"":26,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QSubmit,1602,2025-03-06T07:42:04.147Z,"{""Qn"":25,""Soption"":3,""FirsttimeSeen"":1095,""ResponseTime"":507}"
gan49UJ6RY9RJABg1Cx9,QChange,1621,2025-03-06T07:42:26.550Z,"{""Qn"":26,""Qnto"":16,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QSubmit,1639,2025-03-06T07:42:44.178Z,"{""Qn"":16,""Soption"":3,""FirsttimeSeen"":757,""ResponseTime"":882}"
gan49UJ6RY9RJABg1Cx9,QChange,1639,2025-03-06T07:42:44.179Z,"{""Qn"":16,""Qnto"":17,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1643,2025-03-06T07:42:48.379Z,"{""Qn"":17,""Qnto"":22,""submitted"":""Yes""}"
gan49UJ6RY9RJABg1Cx9,QSubmit,1648,2025-03-06T07:42:53.330Z,"{""Qn"":22,""Soption"":1,""FirsttimeSeen"":573,""ResponseTime"":1075}"
gan49UJ6RY9RJABg1Cx9,QChange,1648,2025-03-06T07:42:53.330Z,"{""Qn"":22,""Qnto"":23,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1649,2025-03-06T07:42:54.466Z,"{""Qn"":23,""Qnto"":24,""submitted"":""Yes""}"
gan49UJ6RY9RJABg1Cx9,QSubmit,1651,2025-03-06T07:42:56.861Z,"{""Qn"":24,""Soption"":0,""FirsttimeSeen"":958,""ResponseTime"":693}"
gan49UJ6RY9RJABg1Cx9,QChange,1651,2025-03-06T07:42:56.862Z,"{""Qn"":24,""Qnto"":25,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1654,2025-03-06T07:42:59.555Z,"{""Qn"":25,""Qnto"":26,""submitted"":""Yes""}"
gan49UJ6RY9RJABg1Cx9,QChange,1669,2025-03-06T07:43:14.578Z,"{""Qn"":26,""Qnto"":27,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QSubmit,1669,2025-03-06T07:43:14.578Z,"{""Qn"":26,""Soption"":0,""FirsttimeSeen"":1099,""ResponseTime"":570}"
gan49UJ6RY9RJABg1Cx9,QChange,1671,2025-03-06T07:43:16.302Z,"{""Qn"":27,""Qnto"":28,""submitted"":""Yes""}"
gan49UJ6RY9RJABg1Cx9,QChange,1709,2025-03-06T07:43:54.442Z,"{""Qn"":28,""Qnto"":29,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QSubmit,1715,2025-03-06T07:44:00.290Z,"{""Qn"":29,""Soption"":3,""FirsttimeSeen"":1105,""ResponseTime"":610}"
gan49UJ6RY9RJABg1Cx9,QChange,1716,2025-03-06T07:44:01.483Z,"{""Qn"":29,""Qnto"":28,""submitted"":""Yes""}"
gan49UJ6RY9RJABg1Cx9,QChange,1717,2025-03-06T07:44:02.727Z,"{""Qn"":28,""Qnto"":29,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,QChange,1718,2025-03-06T07:44:03.562Z,"{""Qn"":29,""Qnto"":28,""submitted"":""Yes""}"
gan49UJ6RY9RJABg1Cx9,QSubmit,1793,2025-03-06T07:45:17.986Z,"{""Qn"":28,""Soption"":2,""FirsttimeSeen"":1102,""ResponseTime"":691}"
gan49UJ6RY9RJABg1Cx9,QChange,1793,2025-03-06T07:45:17.986Z,"{""Qn"":28,""Qnto"":29,""submitted"":""No""}"
gan49UJ6RY9RJABg1Cx9,END,0,2025-03-06T07:45:25.903Z,{}
gan49UJ6RY9RJABg1Cx9,SUBMISSION,,2025-03-06T07:45:27.642Z,"{""answerStatus"":[""correct"",""correct"",""incorrect"",""correct"",""correct"",""correct"",""incorrect"",""incorrect"",""incorrect"",""incorrect"",""correct"",""correct"",""correct"",""correct"",""correct"",""incorrect"",""incorrect"",""incorrect"",""correct"",""correct"",""correct"",""incorrect"",""incorrect"",""correct"",""correct"",""incorrect"",""correct"",""correct"",""correct"",""incorrect""]}"
gan49UJ6RY9RJABg1Cx9,Feedback,,2025-03-06T07:51:14.771Z,"{""confidence"":[3,3,5,5,4,5,3,3,5,2,5,5,4,3,5,3,2,5,5,3,5,3,1,5,2,2,1,2,3,1],""guess"":[false,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,true,false,false,true,false,true,true,false,true,true,true,false,false,true],""guessType"":["""","""","""","""","""","""",""intellectual"",""intellectual"","""",""random"","""","""","""","""","""","""",""strategic"","""","""",""strategic"","""",""intellectual"",""random"","""",""random"",""random"",""random"","""","""",""random""]}"
